video_id,sentiment_score,primary_emotion,rhetorical_mode,authenticity_score,controversy_potential,source
7570566288129445151,-0.3,surprise,entertaining,0.7,0.8,claude_realtime
7570695701789674782,-0.3,anticipation,persuasive,0.8,0.7,claude_realtime
7570758948882533662,-0.6,anger,confrontational,0.7,0.8,claude_realtime
7570771335199165727,-0.6,disgust,informative,0.7,0.7,claude_realtime
7571130139996704030,-0.7,anger,confrontational,0.8,0.7,claude_realtime
7571244062854941982,0.1,anticipation,informative,0.7,0.3,claude_realtime
7571467927103311135,-0.2,disgust,entertaining,0.7,0.7,claude_realtime
7571530974924786974,-0.3,anticipation,confrontational,0.7,0.6,claude_realtime
7571580408945446174,0.6,joy,entertaining,0.8,0.3,claude_realtime
7571963867115293982,-0.7,disgust,confrontational,0.6,0.9,claude_realtime
7572003084155538719,0.2,anticipation,persuasive,0.7,0.6,claude_realtime
7572011683774811423,-0.3,anger,confrontational,0.7,0.8,claude_realtime
7572229312523390239,-0.6,anger,confrontational,0.8,0.7,claude_realtime
7572244636446493983,0.1,anticipation,informative,0.4,0.3,claude_realtime
7572328420273704223,-0.3,surprise,confrontational,0.2,0.9,claude_realtime
7572391055253916959,0.3,joy,entertaining,0.8,0.1,claude_realtime
7572642290393468191,0.2,joy,entertaining,0.3,0.9,claude_realtime
7572729659587054878,0.2,joy,entertaining,0.6,0.7,claude_realtime
7572784221312339231,-0.3,anticipation,confrontational,0.8,0.9,claude_realtime
7573051239068486943,0.2,anticipation,confrontational,0.7,0.8,claude_realtime
7573073574848728351,0.3,joy,entertaining,0.6,0.7,claude_realtime
7573374086714248479,0.3,joy,entertaining,0.8,0.7,claude_realtime
7573694378812787999,0.2,anticipation,informative,0.8,0.2,claude_realtime
7573725907655871774,-0.7,disgust,confrontational,0.8,0.6,claude_realtime
7573785734826495262,-0.6,anger,confrontational,0.8,0.7,claude_realtime
7573830533730323742,0.3,anticipation,entertaining,0.8,0.1,claude_realtime
7573936592935456030,0.7,anticipation,entertaining,0.8,0.2,claude_realtime
7574055165548875039,0.7,joy,entertaining,0.8,0.1,claude_realtime
7574457450720496926,0.3,anticipation,informative,0.7,0.3,claude_realtime
7574796853389184287,0.7,trust,informative,0.6,0.3,claude_realtime
MS4wLjABAAAAUT0nPgrDhVNz2rJSoW5tSPU4YoQwhjoYme5wCPmDrrbdpTsqkChD87lVrlBVYsri,0.0,neutral,informative,0.5,0.0,claude_realtime
7559784306969726239,0.3,joy,entertaining,0.8,0.1,claude_realtime
7559799030679751967,0.8,joy,informative,0.7,0.1,claude_realtime
7560030167586966814,0.6,joy,entertaining,0.7,0.1,claude_realtime
7560321454202555679,0.7,joy,inspirational,0.7,0.2,claude_realtime
7560462243305934110,0.8,joy,entertaining,0.7,0.1,claude_realtime
7560713295498431775,0.8,joy,inspirational,0.7,0.0,claude_realtime
7560775035992935710,0.8,joy,persuasive,0.6,0.1,claude_realtime
7560808393871510814,0.8,trust,inspirational,0.8,0.2,claude_realtime
7560886557515746590,0.8,anticipation,persuasive,0.6,0.1,claude_realtime
7560893451902995742,0.7,joy,informative,0.8,0.0,claude_realtime
7562569189215587615,0.7,anticipation,entertaining,0.8,0.0,claude_realtime
7562569197121785118,0.8,joy,entertaining,0.7,0.2,claude_realtime
7562747190498610463,0.7,joy,entertaining,0.8,0.1,claude_realtime
7562930407390465310,0.7,joy,entertaining,0.8,0.3,claude_realtime
7563376298467413278,0.8,joy,inspirational,0.7,0.3,claude_realtime
7563491762191273246,0.85,joy,persuasive,0.6,0.1,claude_realtime
7563496472893787422,0.3,trust,entertaining,0.8,0.1,claude_realtime
7563501892555312414,0.8,anticipation,entertaining,0.6,0.1,claude_realtime
7563694512967666974,0.8,trust,inspirational,0.8,0.1,claude_realtime
7563844396328750367,0.2,joy,entertaining,0.7,0.1,claude_realtime
7564248462179552543,0.8,joy,entertaining,0.7,0.1,claude_realtime
7564250684535737630,0.8,joy,entertaining,0.7,0.0,claude_realtime
7565150236218264862,0.9,joy,entertaining,0.6,0.0,claude_realtime
7565677677743492382,0.8,joy,entertaining,0.4,0.0,claude_realtime
7565699273640135967,0.7,joy,entertaining,0.8,0.1,claude_realtime
7565969207276408094,0.8,joy,entertaining,0.6,0.1,claude_realtime
7566094893945310495,0.8,joy,entertaining,0.7,0.1,claude_realtime
7566346455779216670,0.8,joy,entertaining,0.6,0.1,claude_realtime
7566769919723900191,0.7,trust,entertaining,0.8,0.1,claude_realtime
7567080533067418910,0.8,joy,persuasive,0.7,0.1,claude_realtime
7567092032963955998,-0.6,disgust,entertaining,0.8,0.7,claude_realtime
7567201211363986718,0.7,trust,persuasive,0.4,0.1,claude_realtime
7568486813631810846,0.7,trust,inspirational,0.8,0.3,claude_realtime
7568490100837862686,0.7,joy,entertaining,0.9,0.1,claude_realtime
7568532654203669790,0.8,trust,persuasive,0.6,0.1,claude_realtime
7568655894565621022,-0.3,sadness,entertaining,0.8,0.1,claude_realtime
7568656922375671071,0.8,joy,persuasive,0.6,0.1,claude_realtime
7568664815787314462,0.8,joy,informative,0.7,0.1,claude_realtime
7568913469047622942,0.8,joy,persuasive,0.6,0.1,claude_realtime
7569052640730991902,0.9,joy,entertaining,0.85,0.4,claude_realtime
7569339380872072479,0.8,anticipation,persuasive,0.4,0.1,claude_realtime
7570023036649229598,0.8,anticipation,persuasive,0.3,0.4,claude_realtime
7570571132512832799,0.8,joy,persuasive,0.4,0.1,claude_realtime
7570805272143252767,-0.6,sadness,entertaining,0.8,0.1,claude_realtime
7571588809721203998,0.7,joy,entertaining,0.8,0.3,claude_realtime
7571676388319677727,-0.3,sadness,entertaining,0.8,0.1,claude_realtime
7572409533901917470,0.8,joy,persuasive,0.7,0.1,claude_realtime
7573126624011357471,0.7,joy,informative,0.8,0.1,claude_realtime
7573158654678011166,0.3,joy,entertaining,0.8,0.1,claude_realtime
7574296785460415774,0.8,joy,informative,0.8,0.1,claude_realtime
MS4wLjABAAAAE_REHgz72ktOI4rK0mmdyUUqgQdD9-3Nt7TNHO_ro0WHtjbC61mRZH94xDuCqjMf,0.0,neutral,informative,0.5,0.0,claude_realtime
7519891450075565343,0.85,anticipation,persuasive,0.6,0.1,claude_realtime
7520063588925459742,0.7,joy,entertaining,0.8,0.1,claude_realtime
7520410572588961054,0.9,joy,persuasive,0.6,0.1,claude_realtime
7522245212060536094,0.85,joy,inspirational,0.65,0.1,claude_realtime
7524059516275543327,0.9,joy,entertaining,0.8,0.0,claude_realtime
7524487695184317726,0.8,joy,entertaining,0.8,0.1,claude_realtime
7525479500755307806,0.8,anticipation,persuasive,0.8,0.1,claude_realtime
7525609908130041118,0.85,joy,informative,0.85,0.1,claude_realtime
7526282217887141150,0.85,joy,entertaining,0.7,0.0,claude_realtime
7528511100631928094,0.8,anticipation,persuasive,0.4,0.1,claude_realtime
7530654698056011038,0.7,anticipation,entertaining,0.6,0.1,claude_realtime
7530817171140775198,0.8,anticipation,informative,0.7,0.1,claude_realtime
7533380088553884959,0.7,trust,persuasive,0.7,0.1,claude_realtime
7534140974084279583,0.7,anticipation,entertaining,0.7,0.1,claude_realtime
7535209344720309535,0.8,joy,informative,0.9,0.0,claude_realtime
7535969567827348767,0.7,trust,inspirational,0.7,0.1,claude_realtime
7536405696091360542,0.8,anticipation,informative,0.7,0.1,claude_realtime
7536658838871674143,0.8,joy,entertaining,0.8,0.0,claude_realtime
7537746675423546655,0.7,anticipation,informative,0.7,0.0,claude_realtime
7538208613660216606,0.7,surprise,informative,0.8,0.1,claude_realtime
7541035351410773278,0.85,joy,informative,0.75,0.0,claude_realtime
7542968498536959262,0.8,joy,inspirational,0.7,0.1,claude_realtime
7544123335051922718,0.8,joy,entertaining,0.6,0.3,claude_realtime
7544148749660982558,0.7,joy,entertaining,0.8,0.1,claude_realtime
7544860264487734558,0.7,anticipation,informative,0.7,0.1,claude_realtime
7545248008162626847,0.8,joy,entertaining,0.6,0.0,claude_realtime
7545681561430117662,0.8,joy,entertaining,0.7,0.1,claude_realtime
7545985600436981023,0.85,anticipation,informative,0.8,0.0,claude_realtime
7546311754335276319,0.8,joy,entertaining,0.7,0.1,claude_realtime
7546693359625047326,0.9,joy,entertaining,0.8,0.0,claude_realtime
7547910591541759263,0.7,joy,entertaining,0.8,0.1,claude_realtime
7548900627003362591,0.8,joy,entertaining,0.7,0.0,claude_realtime
7551504959150279966,0.8,joy,entertaining,0.6,0.1,claude_realtime
7553008392109837598,0.7,anticipation,entertaining,0.7,0.1,claude_realtime
7553786117024255262,0.8,joy,entertaining,0.75,0.1,claude_realtime
7555983753370209567,0.8,joy,persuasive,0.6,0.1,claude_realtime
7556363459479260447,0.8,joy,entertaining,0.8,0.1,claude_realtime
7558504919628549406,0.8,joy,entertaining,0.8,0.0,claude_realtime
7559712236189584670,0.7,trust,informative,0.8,0.1,claude_realtime
7560036222714809630,0.85,joy,informative,0.85,0.0,claude_realtime
7560175126344420638,0.7,anticipation,informative,0.8,0.0,claude_realtime
7561584296696270111,0.8,joy,informative,0.8,0.0,claude_realtime
7561847195817839903,0.85,joy,entertaining,0.7,0.1,claude_realtime
7562348152884383007,0.7,anticipation,informative,0.8,0.0,claude_realtime
7564495521935576350,0.9,joy,persuasive,0.6,0.1,claude_realtime
7565744456826146079,0.8,anticipation,entertaining,0.8,0.0,claude_realtime
7568685006223133982,0.7,anticipation,entertaining,0.7,0.1,claude_realtime
7571214035656527135,0.8,anticipation,informative,0.8,0.2,claude_realtime
7572311867130006814,0.85,anticipation,persuasive,0.4,0.1,claude_realtime
7574182223524482334,0.7,anticipation,informative,0.6,0.0,claude_realtime
MS4wLjABAAAAbRKcuEHJBWDSPRrTI8rtpmrry8Cp2Rksv8eokZCOb-3k9b2r4I4jQtMOYy8NM43W,0.0,neutral,informative,0.5,0.0,claude_realtime
7499509295084490026,0.75,joy,informative,0.6,0.1,claude_realtime
7500385373919497514,0.6,joy,entertaining,0.8,0.1,claude_realtime
7504988817301032234,0.7,anticipation,persuasive,0.6,0.0,claude_realtime
7505444729438407982,0.8,anticipation,persuasive,0.7,0.1,claude_realtime
7506536068481600814,0.8,joy,informative,0.7,0.1,claude_realtime
7506671259980172587,0.7,joy,entertaining,0.8,0.1,claude_realtime
7506849123128118571,0.7,anticipation,persuasive,0.6,0.0,claude_realtime
7508409275258293550,0.7,anticipation,entertaining,0.7,0.6,claude_realtime
7509168421091740971,0.7,joy,persuasive,0.6,0.1,claude_realtime
7509609240588258606,-0.3,anticipation,entertaining,0.6,0.3,claude_realtime
7512105474339196202,0.7,anticipation,informative,0.8,0.1,claude_realtime
7514340944477523242,0.8,joy,informative,0.6,0.1,claude_realtime
7514379079987055915,0.6,anticipation,entertaining,0.7,0.3,claude_realtime
7515073867308731694,0.8,anticipation,persuasive,0.6,0.1,claude_realtime
7515818052676799790,0.7,anticipation,persuasive,0.4,0.1,claude_realtime
7516918442675457293,0.8,joy,entertaining,0.8,0.1,claude_realtime
7518408515661155639,-0.3,surprise,entertaining,0.8,0.3,claude_realtime
7518854353910795533,0.6,joy,entertaining,0.7,0.2,claude_realtime
7519483611167329591,0.8,joy,entertaining,0.4,0.0,claude_realtime
7521766028292967693,0.8,joy,entertaining,0.6,0.1,claude_realtime
7521769447292554509,0.8,joy,entertaining,0.6,0.1,claude_realtime
7521852986579062071,0.8,joy,entertaining,0.8,0.1,claude_realtime
7522136925805759757,0.7,joy,entertaining,0.6,0.1,claude_realtime
7522862221303483661,0.7,joy,entertaining,0.6,0.4,claude_realtime
7525136044619025678,0.3,joy,entertaining,0.7,0.6,claude_realtime
7526582904890182926,0.8,joy,persuasive,0.6,0.1,claude_realtime
7529363288434429239,0.7,joy,entertaining,0.8,0.1,claude_realtime
7531389080588897591,0.7,joy,entertaining,0.8,0.1,claude_realtime
7542867364635757838,0.8,joy,entertaining,0.6,0.1,claude_realtime
7542928875710369079,0.7,joy,persuasive,0.4,0.1,claude_realtime
7544104999370984759,0.7,anticipation,persuasive,0.4,0.1,claude_realtime
7545903230220340493,0.8,joy,informative,0.6,0.1,claude_realtime
7548079702473280781,0.8,joy,persuasive,0.6,0.1,claude_realtime
7549210693535386894,0.8,anticipation,persuasive,0.6,0.1,claude_realtime
7551876362924068109,0.8,joy,inspirational,0.6,0.1,claude_realtime
7552194247860948238,0.8,anticipation,persuasive,0.6,0.1,claude_realtime
7552907875761392951,0.8,joy,entertaining,0.8,0.1,claude_realtime
7554024790252621070,0.9,joy,entertaining,0.85,0.1,claude_realtime
7561846433268157751,0.8,joy,persuasive,0.4,0.1,claude_realtime
7562639474929241357,0.8,anticipation,persuasive,0.4,0.1,claude_realtime
7562984740786162958,0.7,anticipation,informative,0.7,0.1,claude_realtime
7562987022927809805,0.7,joy,entertaining,0.7,0.3,claude_realtime
7562989603901213966,0.7,joy,entertaining,0.8,0.1,claude_realtime
7564493198769343757,0.7,joy,persuasive,0.4,0.1,claude_realtime
7564788785028926775,0.7,joy,inspirational,0.8,0.1,claude_realtime
7565900600781606199,0.8,trust,persuasive,0.6,0.1,claude_realtime
7570783050401893645,0.8,joy,informative,0.7,0.0,claude_realtime
7570866246221040951,0.3,joy,entertaining,0.8,0.1,claude_realtime
7572623581868330254,0.8,joy,entertaining,0.6,0.1,claude_realtime
7572947657316994318,0.7,anticipation,persuasive,0.6,0.1,claude_realtime
MS4wLjABAAAAXqh7mfns3RTFJhr6n5wYSHm-lvps72bHxlm3K3g7Ss5xb_oj0HL0CvIKtOVxKumo,0.0,neutral,informative,0.5,0.0,claude_realtime
7502191953287597343,-0.3,trust,informative,0.8,0.2,claude_realtime
7502519148862262558,-0.7,surprise,informative,0.8,0.8,claude_realtime
7502787688018365727,0.0,trust,informative,0.8,0.2,claude_realtime
7502995805607857439,0.1,anticipation,informative,0.8,0.1,claude_realtime
7504028453826596126,-0.1,trust,informative,0.8,0.2,claude_realtime
7504482689160858911,-0.3,anticipation,informative,0.7,0.8,claude_realtime
7505030889320074526,-0.3,anticipation,informative,0.8,0.4,claude_realtime
7505476317266070815,-0.3,surprise,informative,0.7,0.8,claude_realtime
7507004545118113054,0.6,anticipation,informative,0.7,0.1,claude_realtime
7508090916503145759,-0.3,trust,informative,0.8,0.7,claude_realtime
7510344307673451807,-0.7,disgust,persuasive,0.7,0.8,claude_realtime
7510649473178160414,-0.6,anticipation,informative,0.8,0.4,claude_realtime
7511453802948578591,0.3,anticipation,informative,0.8,0.2,claude_realtime
7512215702678342943,0.2,surprise,informative,0.8,0.1,claude_realtime
7512569458804657439,0.7,anticipation,persuasive,0.4,0.1,claude_realtime
7513315989107395871,0.0,trust,informative,0.8,0.6,claude_realtime
7515501296502246698,0.0,anticipation,informative,0.8,0.2,claude_realtime
7515896919244164398,-0.3,surprise,informative,0.7,0.8,claude_realtime
7517438845235776782,-0.4,trust,informative,0.9,0.3,claude_realtime
7518131792906374413,-0.8,sadness,informative,0.8,0.7,claude_realtime
7518773368590437646,-0.6,fear,informative,0.8,0.2,claude_realtime
7519288626832854327,0.6,anticipation,informative,0.7,0.1,claude_realtime
7520725227274390797,-0.2,surprise,informative,0.8,0.3,claude_realtime
7521029676614094093,-0.6,surprise,informative,0.8,0.3,claude_realtime
7521794450297769247,0.1,anticipation,informative,0.8,0.3,claude_realtime
7522588045191810359,0.7,anticipation,informative,0.6,0.1,claude_realtime
7524438824374537527,0.1,surprise,informative,0.8,0.3,claude_realtime
7525572770529348878,0.3,anticipation,entertaining,0.7,0.4,claude_realtime
7526226348222729527,0.0,neutral,informative,0.0,0.0,claude_realtime
7526627841706954039,0.7,trust,informative,0.8,0.1,claude_realtime
7527822109318368526,-0.4,disgust,informative,0.8,0.8,claude_realtime
7528527676118715661,0.7,anticipation,informative,0.8,0.1,claude_realtime
7531841939713379597,0.1,anticipation,informative,0.8,0.4,claude_realtime
7537447550597614879,-0.6,sadness,informative,0.9,0.7,claude_realtime
7538895221774470413,-0.3,anticipation,informative,0.7,0.8,claude_realtime
7539586541472009527,-0.3,fear,informative,0.8,0.7,claude_realtime
7540372781926485303,-0.2,anticipation,informative,0.6,0.8,claude_realtime
7542216116454624543,0.6,trust,informative,0.8,0.1,claude_realtime
7544090163283119390,-0.3,surprise,informative,0.8,0.7,claude_realtime
7545172680572439839,0.0,anticipation,informative,0.8,0.7,claude_realtime
7549297994768715039,-0.6,sadness,informative,0.8,0.4,claude_realtime
7550448537771805982,0.3,trust,informative,0.8,0.3,claude_realtime
7550869947493207327,0.3,surprise,informative,0.8,0.1,claude_realtime
7554464978670079263,-0.8,sadness,informative,0.8,0.1,claude_realtime
7555635966350740766,-0.7,anger,informative,0.6,0.8,claude_realtime
7556733949045738782,0.8,joy,informative,0.9,0.3,claude_realtime
7560466090053225758,-0.6,sadness,informative,0.8,0.7,claude_realtime
7561585006695419166,-0.3,disgust,informative,0.7,0.8,claude_realtime
7564154822476254494,-0.8,disgust,informative,0.9,0.8,claude_realtime
7565988298112371999,-0.3,fear,informative,0.8,0.3,claude_realtime
7566702989184978206,-0.6,anger,informative,0.8,0.7,claude_realtime
7567495487486577950,0.1,anticipation,informative,0.7,0.3,claude_realtime
7567931486347742495,0.1,anticipation,informative,0.7,0.6,claude_realtime
7568500607095442718,0.1,anticipation,informative,0.7,0.6,claude_realtime
7568601420010655007,0.3,anticipation,informative,0.7,0.4,claude_realtime
7570428135544458527,-0.7,fear,informative,0.8,0.9,claude_realtime
7571937594909412639,0.7,joy,informative,0.8,0.2,claude_realtime
7573009626199756062,0.6,anticipation,informative,0.8,0.1,claude_realtime
MS4wLjABAAAA1pm6EkZvRob2beQaz_N2kTNtAhz0vBR9YJlV7TxlafQ1GLUup7gKXuDmrjgLu4id,0.0,neutral,informative,0.5,0.0,claude_realtime
7564794134863629582,-0.6,fear,informative,0.9,0.3,claude_realtime
7564799888848866573,-0.6,surprise,informative,0.8,0.8,claude_realtime
7566257158975720718,-0.7,anger,informative,0.9,0.9,claude_realtime
7566266442677488909,-0.8,disgust,informative,0.7,0.9,claude_realtime
7566283008215436557,0.75,anticipation,informative,0.8,0.1,claude_realtime
7566367398547246391,-0.1,trust,informative,0.9,0.1,claude_realtime
7566372161443630349,0.1,anticipation,informative,0.8,0.4,claude_realtime
7566421691287522573,-0.3,surprise,entertaining,0.6,0.7,claude_realtime
7566651006428253495,-0.7,sadness,informative,0.9,0.1,claude_realtime
7566656701005303053,-0.3,sadness,informative,0.8,0.7,claude_realtime
7567052610407124238,0.1,trust,informative,0.9,0.1,claude_realtime
7567052781572345102,0.1,anticipation,informative,0.8,0.4,claude_realtime
7567055767904259383,0.0,neutral,informative,0.0,0.0,claude_realtime
7567061142535785783,0.7,trust,informative,0.8,0.3,claude_realtime
7567172914781359373,0.0,neutral,informative,0.5,0.0,claude_realtime
7567400893600124173,-0.6,surprise,informative,0.8,0.7,claude_realtime
7568151571100437774,0.7,trust,informative,0.8,0.0,claude_realtime
7568161008699608333,-0.3,trust,informative,0.9,0.1,claude_realtime
7568181882634915085,0.0,neutral,informative,0.5,0.0,claude_realtime
7568523441687547149,0.1,anticipation,informative,0.8,0.4,claude_realtime
7568530597015014669,-0.3,trust,informative,0.8,0.4,claude_realtime
7568881822415752461,-0.6,fear,informative,0.8,0.3,claude_realtime
7569266764236786958,0.1,trust,informative,0.8,0.3,claude_realtime
7569267697087728951,0.1,trust,informative,0.8,0.4,claude_realtime
7569721084820458766,-0.2,trust,informative,0.8,0.7,claude_realtime
7569727066422250765,0.3,anticipation,persuasive,0.8,0.4,claude_realtime
7569732390839454990,0.8,anticipation,informative,0.8,0.0,claude_realtime
7570159549768944910,0.0,anticipation,informative,0.3,0.1,claude_realtime
7570362653948890382,-0.1,trust,informative,0.8,0.3,claude_realtime
7570368788735053111,0.1,trust,informative,0.8,0.6,claude_realtime
7570749441255165198,-0.8,sadness,informative,0.9,0.1,claude_realtime
7571095602428169527,0.0,neutral,informative,0.5,0.0,claude_realtime
7571103318085258510,0.1,trust,informative,0.8,0.6,claude_realtime
7571107269249715511,-0.3,sadness,informative,0.8,0.6,claude_realtime
7571504928812764471,0.7,anticipation,informative,0.8,0.1,claude_realtime
7571867689149287693,-0.3,fear,persuasive,0.8,0.7,claude_realtime
7571893797118823693,-0.7,disgust,informative,0.8,0.6,claude_realtime
7572220847943847181,-0.7,sadness,informative,0.8,0.9,claude_realtime
7572313855892704567,-0.2,trust,informative,0.8,0.1,claude_realtime
7572610377607957815,-0.7,trust,informative,0.8,0.6,claude_realtime
7572978521094622478,-0.3,anticipation,informative,0.8,0.8,claude_realtime
7572988379751599415,0.7,anticipation,informative,0.8,0.0,claude_realtime
7573454648003153182,-0.7,disgust,informative,0.8,0.8,claude_realtime
7574114728230866190,0.1,trust,informative,0.8,0.4,claude_realtime
7574116731891764494,0.7,trust,informative,0.8,0.1,claude_realtime
7574120886018559246,-0.8,disgust,informative,0.8,0.9,claude_realtime
7574450224890924319,0.7,anticipation,informative,0.8,0.1,claude_realtime
7574454936054828343,0.7,anticipation,informative,0.8,0.1,claude_realtime
7574478990820281613,-0.3,trust,informative,0.9,0.2,claude_realtime
MS4wLjABAAAAzuQm5O5EL0i7Uw3FJNGSwCZwM9uNdZPqm1XEs7436W7EZ95CBdGaLa_QzDJ2qN4E,0.0,neutral,informative,0.0,0.0,claude_realtime
7551390167722986782,0.8,anticipation,informative,0.7,0.0,claude_realtime
7551494948525198622,0.8,anticipation,informative,0.8,0.1,claude_realtime
7553285603547155742,0.8,joy,informative,0.8,0.0,claude_realtime
7553367718531960095,0.7,anticipation,persuasive,0.8,0.3,claude_realtime
7553616417665404191,0.8,trust,informative,0.9,0.1,claude_realtime
7553732194460519711,0.8,anticipation,persuasive,0.7,0.1,claude_realtime
7554478477479611678,-0.7,sadness,informative,0.9,0.1,claude_realtime
7555472232252853534,0.7,trust,informative,0.8,0.1,claude_realtime
7555627807141891358,0.8,trust,informative,0.7,0.1,claude_realtime
7556219591857343775,0.8,joy,informative,0.8,0.1,claude_realtime
7556265740429446414,0.8,trust,informative,0.9,0.1,claude_realtime
7558198353146711327,0.8,anticipation,informative,0.8,0.1,claude_realtime
7558806409748712735,0.8,anticipation,entertaining,0.8,0.1,claude_realtime
7558887503667760439,0.6,sadness,informative,0.8,0.1,claude_realtime
7559221198375177503,0.8,anticipation,persuasive,0.4,0.1,claude_realtime
7559231953073917215,0.1,trust,informative,0.8,0.4,claude_realtime
7561067761691069726,0.8,anticipation,persuasive,0.4,0.1,claude_realtime
7561154033344466207,0.8,anticipation,informative,0.9,0.0,claude_realtime
7561200872768818487,0.8,anticipation,entertaining,0.7,0.1,claude_realtime
7561820774198299935,0.8,trust,informative,0.9,0.1,claude_realtime
7561856700446297374,0.7,joy,entertaining,0.8,0.1,claude_realtime
